,BOOK_ID,FILENAME,LIBRARIES,TITLE,AUTH_LAST,AUTH_FIRST,AUTH_ID,WRITTEN_AS,PUBL_CITY,PUBLISHER,PUBL_DATE,SOURCE,NATIONALITY,GENRE,CLEAN?,SUBSET
810,3698,00003698.txt,233,At the earth's core,Burroughs,Edgar Rice,A_00493,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1914,g,American,FANT,c,CTRL
811,3699,00003699.txt,66,The beasts of Tarzan,Burroughs,Edgar Rice,A_00493,,New York,Ballantine,1914,g,American,FANT,c,SENT
812,3700,00003700.txt,29,The mad king,Burroughs,Edgar Rice,A_00493,,New York,Ace Pub. Corp.,1914,g,American,FANT,c,NOVL
815,3708,00003708.txt,39,Diane of the green van,Dalrymple,Leona,A_00837,,Chicago,Boilly & Britton Co.,1914,g,American,,,SENT
816,3709,00003709.txt,42,The boy scout,Davis,Richard Harding,A_00876,,New York,Charles Scribner's Sons,1914,g,American,,,CTRL
818,3716,00003716.txt,26,Once to every man,Evans,Larry,A_01104,,New York,H.K. Fly Co.,1914,g,American,,,NOVL
824,3744,00003744.txt,64,The long chance,Kyne,Peter B.,A_01969,,New York,Grosset & Dunlap,1914,g,American,,,PARG
826,3748,00003748.txt,111,Kent Knowles: quahaug,Lincoln,Joseph Crosby,A_02079,,New York/London,D. Appleton & Co.,1914,g,American,,,CTRL
827,3750,00003750.txt,64,The mutiny of the Elsinore,London,Jack,A_02113,,New York,Grosset & Dunlap,1914,g,American,,c,PARG
829,3758,00003758.txt,106,Winning the wilderness,McCarter,Margaret Hill,A_02299,,Chicago,A.C. McClurg,1914,g,American,,,SENT
833,3772,00003772.txt,39,A daughter of the dons,Raine,William MacLeod,A_02842,,New York,Grosset & Dunlap,1914,g,American,,,CTRL
840,3785,00003785.txt,484,Penrod,Tarkington,Booth,A_03336,,New York,Grosset & Dunlap,1914,g,American,,c,SENT
841,3787,00003787.txt,34,The lone wolf,Vance,Louis Joseph,A_03463,,New York,A.L. Burt,1914,g,American,,,NOVL
843,3794,00003794.txt,51,Little Miss Grouch,Adams,Samuel Hopkins,A_00020,,Boston/New York,Houghton Mifflin Co.,1915,g,American,,,SENT
848,3804,00003804.txt,27,Heart of the Blue Ridge,Baily,Waldron,A_00126,,New York,W.J. Watt & Co.,1915,g,American,,,SENT
852,3812,00003812.txt,163,The rivet in grandfather's neck,Cabell,James Branch,A_00511,,New York,Robert M. McBride & Co.,1915,g,American,,,CTRL
860,3828,00003828.txt,55,The foolish virgin,Dixon,Thomas,A_00951,,New York/London,D. Appleton & Co.,1915,g,American,,,CTRL
867,3844,00003844.txt,28,The perils of Pauline,Goddard,Charles,A_01380,,New York,Hearst's International Library,1915,g,American,,,CTRL
868,3848,00003848.txt,28,Hempfield,Baker,Ray Stannard,A_00130,1.0,New York,Grosset & Dunlap,1915,g,American,,,NOVL
869,3849,00003849.txt,37,The golden slipper,Green,Anna Katharine,A_01444,,New York,A.L. Burt,1915,g,American,,,PARG
873,3859,00003859.txt,39,The altar of the dead,James,Henry,A_01780,,London,M. Secker,1915,g,American,,c,PARG
874,3863,00003863.txt,177,The trail of the hawk,Lewis,Sinclair,A_02064,,New York/London,Harper & Bros.,1915,g,American,,c,NOVL
875,3864,00003864.txt,54,The house of the misty star,Caldwell,Fannie,A_00517,1.0,New York,Century Co.,1915,g,American,,,SENT
876,3865,00003865.txt,28,The man from the bitter roots,Lockhart,Caroline,A_02107,,Philadelphia/London,J.B. Lippincott Co.,1915,g,American,,,CTRL
877,3867,00003867.txt,138,The scarlet plague,London,Jack,A_02113,,New York,Macmillan Co.,1915,g,American,,c,PARG
880,3880,00003880.txt,139,More Jonathan papers,Morris,Elisabeth Woodbridge,A_02478,,Boston/New York,Houghton Mifflin Co.,1915,g,American,,,SENT
881,3882,00003882.txt,69,Still Jim,McCue,Nora Bryant,A_02318,1.0,New York,Frederick A. Stokes Co.,1915,g,American,,,PARG
884,3886,00003886.txt,49,Beyond the frontier,Parrish,Randall,A_02656,,Chicago,A.C. McClurg & Co.,1915,g,American,,,NOVL
886,3891,00003891.txt,176,The Brown Mouse,Quick,Herbert,A_02833,,Indianapolis,Bobbs-Merrill Co.,1915,g,American,,,NOVL
893,3913,00003913.txt,40,The Wall street girl,Bartlett,Frederick Orin,A_00185,,Boston/New York,Houghton Mifflin Co.,1916,g,American,,,CTRL
894,3914,00003914.txt,67,The agony column,Biggers,Earl Derr,A_00282,,Indianapolis,Bobbs-Merrill,1916,g,American,,,SENT
896,3919,00003919.txt,48,The dark tower,Bottome,Phyllis,A_00338,,New York,Century Co.,1916,g,British,,,SENT
897,3920,00003920.txt,61,The heritage of the Sioux,Bower,B. M.,A_00348,,New York,Grosset & Dunlap,1916,g,American,,,NOVL
899,3935,00003935.txt,63,The hunted woman,Curwood,James Oliver,A_00821,,New York,Grosset & Dunlap,1916,g,American,ADV,,CTRL
902,3953,00003953.txt,129,Wildfire,Grey,Zane,A_01462,,N.Y./Roslyn,Walter J. Black,1916,g,American,,,SENT
904,3960,00003960.txt,232,A voice in the wilderness,Hill,Grace Livingston,A_01654,,New York,Grosset & Dunlap,1916,g,American,,,NOVL
907,3966,00003966.txt,34,Prudence says so,Hueston,Ethel,A_01726,,Indianapolis,Bobbs-Merrill Co.,1916,g,American,,,NOVL
915,3990,00003990.txt,36,Come out of the kitchen!,Miller,Alice Duer,A_02400,,New York,Century Co.,1916,g,American,,,PARG
916,3993,00003993.txt,62,The conquest of America,Moffett,Cleveland,A_02437,,New York,George H. Doran Co.,1916,g,American,,,CTRL
921,4005,00004005.txt,45,The social gangster,Reeve,Arthur B.,A_02868,,New York,Harper & Bros.,1916,g,American,,,SENT
923,4007,00004007.txt,46,Under the country sky,Richmond,Grace S.,A_02899,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1916,g,American,,,CTRL
926,4016,00004016.txt,46,Carmen Ariza,Stocking,Charles Francis,A_03273,,Chicago,Maestro Co.,1916,g,American,,,NOVL
928,4023,00004023.txt,246,The mysterious stranger,Twain,Mark,A_03428,,New York,Harper & Bros.,1916,g,American,,c,PARG
931,4030,00004030.txt,36,The romance of a Christmas card,Wiggin,Kate Douglas Smith,A_03620,,New York,A.L. Burt Co.,1916,g,American,,,PARG
933,4033,00004033.txt,444,When a man's a man,Wright,Harold Bell,A_03720,,Chicago,Book Supply Co.,1916,g,American,,,PARG
936,4044,00004044.txt,85,Half hours with the Idiot,Bangs,John Kendrick,A_00148,,Boston,"""Little, Brown, & Co.""",1917,g,American,,,NOVL
939,4056,00004056.txt,35,Virginia of Elk Creek Valley,Chase,Mary Ellen,A_00622,,Boston,Page Co.,1917,g,American,,,SENT
940,4062,00004062.txt,90,Baree: son of Kazan,Curwood,James Oliver,A_00821,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1917,g,American,,,PARG
941,4065,00004065.txt,30,Children of the desert,Dodge,Louis,A_00962,,New York,Charles Scribner's Sons,1917,g,American,,,CTRL
943,4075,00004075.txt,55,The mystery of the hasty arrow,Green,Anna Katharine,A_01444,,New York,"""Dodd, Mead & Co.""",1917,g,American,DET,c,NOVL
948,4099,00004099.txt,238,Jerry of the islands,London,Jack,A_02113,,New York,Macmillan Co.,1917,g,American,,c,SENT
949,4100,00004100.txt,219,Michael: brother of Jerry,London,Jack,A_02113,,New York,Macmillan Co.,1917,g,American,,c,PARG
950,4103,00004103.txt,64,The Indian drum,MacHarg,William,A_02180,,Boston,"""Little, Brown, & Co.""",1917,g,American,,,NOVL
951,4104,00004104.txt,96,Vanguards of the plains,McCarter,Margaret Hill,A_02299,,New York/London,Harper & Bros.,1917,g,American,,,NOVL
952,4106,00004106.txt,29,Ladies must live,Miller,Alice Duer,A_02400,,New York,Century Co.,1917,g,American,,,CTRL
955,4112,00004112.txt,58,The madness of May,Nicholson,Meredith,A_02554,,New York,Charles Scribner's Sons,1917,g,American,,,PARG
957,4114,00004114.txt,53,Martie: the unconquered,Norris,Kathleen Thompson,A_02567,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1917,g,American,,,SENT
960,4122,00004122.txt,46,The Yukon trail,Raine,William MacLeod,A_02842,,New York,Grosset & Dunlap,1917,g,American,,,PARG
964,4130,00004130.txt,146,Long live the king!,Rinehart,Mary Roberts,A_02912,,Boston/New York,Houghton Mifflin Co.,1917,g,American,,,CTRL
969,4158,00004158.txt,41,The winds of chance,Beach,Rex,A_00208,,New York,A.L. Burt Co.,1918,g,American,,,CTRL
973,4163,00004163.txt,35,Skyrider,Bower,B. M.,A_00348,,Boston,"""Little, Brown, & Co.""",1918,g,American,,,NOVL
974,4166,00004166.txt,39,The land that time forgot,Burroughs,Edgar Rice,A_00493,,New York,Ace Books,1918,g,American,,,NOVL
977,4171,00004171.txt,74,My Antonia,Cather,Willa,A_00587,,New York,Franklin Watts,1918,g,American,,c,PARG
980,4183,00004183.txt,209,Cheerful,Ferber,Edna,A_01149,,Garden City/New York,"""Doubleday, Page & Co.""",1918,g,American,,,CTRL
983,4193,00004193.txt,40,The hills of refuge,Harben,Will N.,A_01539,,New York/London,Harper & Bros.,1918,g,American,,,PARG
984,4196,00004196.txt,56,Sixes and sevens.,Henry,O.,A_01630,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1918,g,American,,,CTRL
985,4205,00004205.txt,51,The jolly corner,James,Henry,A_01780,,London,M. Secker,1918,g,American,,c,PARG
986,4209,00004209.txt,126,Foes,Johnston,Mary,A_01828,,New York/London,Harper & Bros.,1918,g,American,,,SENT
987,4213,00004213.txt,127,Valley of the giants,Kyne,Peter B.,A_01969,,New York,Grosset & Dunlap,1918,g,American,,,SENT
990,4225,00004225.txt,155,Aliens,McFee,William,A_02334,,Garden City/New York,"""Doubleday, Page & Co.""",1918,g,American,,,PARG
993,4236,00004236.txt,200,The amazing interlude,Rinehart,Mary Roberts,A_02912,,New York,George H. Doran Co.,1918,g,American,,,NOVL
994,4245,00004245.txt,207,A daughter of the land,Stratton-Porter,Gene,A_03287,,New York,Grosset & Dunlap,1918,g,American,,,SENT
998,4260,00004260.txt,266,The unwilling vestal,White,Edward Lucas,A_03596,,New York,E.P. Dutton,1918,g,American,,,SENT
999,4261,00004261.txt,339,The martial adventures of Henry and me,White,William Allen,A_03606,,New York,Macmillan Co.,1918,g,American,,,NOVL
1002,4273,00004273.txt,31,Rezanov,Atherton,Gertrude Franklin Horn,A_00099,,New York,"""Boni & Liveright, Inc.""",1919,g,American,,,SENT
1010,4297,00004297.txt,67,The crimson tide,Chambers,Robert W.,A_00604,,New York,D. Appleton & Co.,1919,g,American,,,NOVL
1012,4299,00004299.txt,143,The life of the party,Cobb,Irvin S.,A_00673,,New York,George H. Doran Co.,1919,g,American,,,NOVL
1013,4304,00004304.txt,74,Nomads of the North,Curwood,James Oliver,A_00821,,Garden City/New York,"""Doubleday, Page & Co.""",1919,g,American,,,CTRL
1015,4310,00004310.txt,34,Eneas Africanus,Edwards,Harry Stillwell,A_01058,,Ga.,J.W. Burke Co.,1919,g,American,,,CTRL
1016,4313,00004313.txt,63,Potash and Perlmutter settle things,Glass,Montague,A_01374,,New York/London,Harper & Bros.,1919,g,American,,,CTRL
1017,4314,00004314.txt,27,The bells of San Juan,Gregory,Jackson,A_01458,,New York,Grosset & Dunlap,1919,g,American,,,CTRL
1021,4325,00004325.txt,64,The cup of fury,Hughes,Rupert,A_01732,,New York/London,Harper & Bros.,1919,g,American,,,PARG
1024,4335,00004335.txt,29,The ridin' kid from Powder River,Knibbs,Henry Herbert,A_01938,,New York,Grosset & Dunlap,1919,g,American,,,PARG
1025,4336,00004336.txt,51,Captain Scraggs,Kyne,Peter B.,A_01969,,New York,Grosset & Dunlap,1919,g,American,,,SENT
1026,4338,00004338.txt,37,On the Makaloa mat,London,Jack,A_02113,,New York,Grosset & Dunlap,1919,g,American,,c,NOVL
1028,4351,00004351.txt,293,The haunted bookshop,Morley,Christopher,A_02475,,Garden City/New York,"""Doubleday, Page & Co.""",1919,g,American,,,SENT
1031,4357,00004357.txt,56,A woman named Smith,Oemler,Marie Conway,A_02598,,New York,Century Co.,1919,g,American,,,SENT
1036,4381,00004381.txt,427,Ramsey Milholland,Tarkington,Booth,A_03336,,Garden City/New York,"""Doubleday, Page & Co.""",1919,g,American,,c,PARG
1042,4402,00004402.txt,37,The night horseman,Faust,Frederick Schiller,A_01142,1.0,New York,A.L. Burt Co.,1920,g,American,,,SENT
1043,4406,00004406.txt,54,Bowser the hound,Burgess,Thornton W.,A_00476,,Boston,"""Little, Brown, & Co.""",1920,g,American,,,NOVL
1047,4412,00004412.txt,173,Domnei,Cabell,James Branch,A_00511,,New York,McBride,1920,g,American,,,CTRL
1048,4414,00004414.txt,58,The certain hour,Cabell,James Branch,A_00511,,New York,R.M. McBride & Co.,1920,g,American,,,PARG
1053,4424,00004424.txt,336,This simian world,Day,Clarence,A_00883,,New York,Alfred A. Knopf,1920,g,American,,,CTRL
1055,4431,00004431.txt,219,Flappers and philosophers,Fitzgerald,F. Scott,A_01180,,New York,Charles Scribner's Sons,1920,g,American,,c,CTRL
1060,4456,00004456.txt,192,The Portygee,Lincoln,Joseph Crosby,A_02079,,New York/London,D. Appleton & Co.,1920,g,American,,,NOVL
1064,4472,00004472.txt,52,The beauty and the bolshevist,Miller,Alice Duer,A_02400,,New York/London,Harper & Bros.,1920,g,American,,,SENT
1065,4475,00004475.txt,213,Kathleen,Morley,Christopher,A_02475,,Garden City/New York/London,"""Doubleday, Page & Co.""",1920,g,American,,,SENT
1066,4478,00004478.txt,71,Harriet and the piper,Norris,Kathleen Thompson,A_02567,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1920,g,American,,,CTRL
1067,4479,00004479.txt,96,The purple heights,Oemler,Marie Conway,A_02598,,New York,Century Co.,1920,g,American,,,NOVL
1070,4487,00004487.txt,174,A poor wise man,Rinehart,Mary Roberts,A_02912,,New York,George H. Doran Co.,1920,g,American,,,PARG
1073,4494,00004494.txt,31,The hidden hand,Southworth,Emma Dorothy Eliza Nevitte,A_03208,,New York,A.L. Burt Co.,1920,g,American,,,NOVL
1077,4503,00004503.txt,52,Mary Wollaston,Webster,Henry Kitchell,A_03547,,Indianapolis,Bobbs-Merrill Co.,1920,g,American,,,SENT
1078,4505,00004505.txt,27,In the onyx lobby,Wells,Carolyn,A_03562,,New York,George H. Doran Co.,1920,g,American,,,PARG
1080,4520,00004520.txt,28,The seventh man,Faust,Frederick Schiller,A_01142,1.0,New York,G.P. Putnam's Sons,1921,g,American,,,NOVL
1081,4521,00004521.txt,224,Seeing things at night,Broun,Heywood,A_00414,,New York,"""Harcourt, Brace & Co.""",1921,g,American,,,CTRL
1082,4522,00004522.txt,47,John Wesley: Jr.,Brummitt,Dan B.,A_00441,,Cincinnati/New York,Methodist Book Concernhe Methodist Book Concern,1921,g,American,,,SENT
1083,4523,00004523.txt,28,The roof tree,Buck,Charles Neville,A_00452,,Garden City/N.Y./Toronto,"""Doubleday, Page & Co.""",1921,g,American,,,PARG
1084,4527,00004527.txt,120,Tarzan the terrible,Burroughs,Edgar Rice,A_00493,,New York,Grosset & Dunlap,1921,g,American,FANT,c,SENT
1086,4530,00004530.txt,339,Figures of earth,Cabell,James Branch,A_00511,,New York,R.M. McBride & Co.,1921,g,American,,,SENT
1089,4534,00004534.txt,156,One third off,Cobb,Irvin S.,A_00673,,New York,George H. Doran Co.,1921,g,American,,,SENT
1091,4541,00004541.txt,125,The golden snare,Curwood,James Oliver,A_00821,,New York,Grosset & Dunlap,1921,g,American,,,CTRL
1092,4543,00004543.txt,50,When Egypt went broke,Day,Holman,A_00884,,New York/London,Harper & Bros.,1921,g,American,,,NOVL
1100,4564,00004564.txt,97,To the last man,Grey,Zane,A_01462,,N.Y./Roslyn,Walter J. Blackalter J. Black,1921,g,American,,,CTRL
1105,4579,00004579.txt,33,Scattergood Baines,Kelland,Clarence Budington,A_01874,,New York/London,Harper & Bros.,1921,g,American,,,PARG
1112,4596,00004596.txt,38,Manslaughter,Miller,Alice Duer,A_02400,,New York,Grosset & Dunlap,1921,g,American,,,PARG
1114,4598,00004598.txt,64,The enchanted canyon,McCue,Nora Bryant,A_02318,1.0,New York,A.L. Burt Co. : Frederick A. Stokes Co.,1921,g,American,,,NOVL
1119,4617,00004617.txt,48,Laramie holds the range,Spearman,Frank H.,A_03215,,New York,Charles Scribner's Sons,1921,g,American,,,NOVL
1121,4621,00004621.txt,233,Harlequin and Columbine,Tarkington,Booth,A_03336,,Garden City/N.Y./Toronto,"""Doubleday, Page & Co.""",1921,g,American,,c,CTRL
1125,4633,00004633.txt,70,The wrong twin,Wilson,Harry Leon,A_03665,,Garden City/New York/Toronto,"""Doubleday, Page & Co.""",1921,g,American,,,PARG
1128,4639,00004639.txt,27,The boy ranchers among the Indians,Baker,Willard F,A_00132,,New York,Cupples & Leon Co.,1922,g,American,,,SENT
1129,4642,00004642.txt,168,When the West was young,Bechdolt,Frederick R.,A_00221,,New York,Century Co.,1922,g,American,,,SENT
1130,4643,00004643.txt,281,The ladies!,Beck,Lily Adams,A_00223,,Boston,Atlantic monthly Press,1922,g,Canadian,,,CTRL
1134,4652,00004652.txt,39,Whitefoot: the wood mouse,Burgess,Thornton W.,A_00476,,Boston,"""Little, Brown, & Co.""",1922,g,American,,,CTRL
1135,4653,00004653.txt,189,Robin,Burnett,Frances Hodgson,A_00486,,New York,Frederick A. Stokes Co.,1922,g,American,,,CTRL
1137,4655,00004655.txt,58,The chessmen of Mars,Burroughs,Edgar Rice,A_00493,,New York,Grosset & Dunlap,1922,g,American,FANT,c,CTRL
1138,4656,00004656.txt,272,The wind bloweth,Byrne,Donn,A_00508,,New York,Century Co.,1922,g,American,,,SENT
1141,4665,00004665.txt,243,The enormous room,Cummings,E. E.,A_00804,,New York,Boni & Liveright,1922,g,American,,,PARG
1142,4666,00004666.txt,102,The country beyond,Curwood,James Oliver,A_00821,,New York,Grosset & Dunlap,1922,g,American,,,NOVL
1144,4673,00004673.txt,1190,The beautiful and damned,Fitzgerald,F. Scott,A_01180,,New York,Charles Scribner's Sons,1922,g,American,,c,PARG
1147,4680,00004680.txt,33,The everlasting whisper,Gregory,Jackson,A_01458,,New York,Charles Scribner's Sons,1922,g,American,,,NOVL
1162,4711,00004711.txt,58,Yollop,McCutcheon,George Barr,A_02321,,New York,"""Dodd, Mead & Co.""",1922,g,American,,,NOVL
1163,4714,00004714.txt,544,Where the blue begins,Morley,Christopher,A_02475,,Garden City/New York,"""Doubleday, Page & Co.""",1922,g,American,,,PARG
1172,4744,00004744.txt,37,In the arena,Tarkington,Booth,A_03336,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1922,g,American,,c,SENT
1176,4760,00004760.txt,28,Where the sun swings north,Willoughby,Barrett,A_03658,,New York/London,"""G.P. Putnam's Sons, The Knickerbocker Press""",1922,g,American,,,NOVL
1183,4813,00004813.txt,196,The man from Glengarry,Connor,Ralph,A_00716,,Chicago/New York,etc. F.H. Revell Co.,1901,k,Canadian,,,NOVL
1185,4815,00004815.txt,266,The right of way,Parker,Gilbert,A_02651,,New York/London,Harper & Bros.,1901,k,Canadian,,,CTRL
1186,4816,00004816.txt,348,The king of the mountains,About,Edmond,A_00008,,New York,P.F. Collier & Son,1902,k,French,,,PARG
1187,4817,00004817.txt,116,Typhoon,Conrad,Joseph,A_00717,,New York/London,G.P. Putnam's Sons,1902,k,British,,,NOVL
1188,4818,00004818.txt,118,The hound of the Baskervilles,Doyle,Arthur Conan,A_00990,,New York,"""McClure, Phillips & Co.""",1902,k,Scottish,,,NOVL
1189,4819,00004819.txt,51,The adventures of Gerard,Doyle,Arthur Conan,A_00990,,New York,P.F. Collier & Son,1903,k,Scottish,,,NOVL
1193,4824,00004824.txt,180,Monarch: the big bear of Tallac,Seton,Ernest Thompson,A_03083,,New York,Charles Scribner's Sons,1904,k,British,,,SENT
1196,4827,00004827.txt,133,Love's cross-currents,Swinburne,Algernon Charles,A_03328,,London,Chatto & Windus,1905,k,British,,,CTRL
1197,4829,00004829.txt,61,The fifth queen,Ford,Ford Madox,A_01214,,London,Alston Rivers,1906,k,British,,,NOVL
1200,4833,00004833.txt,288,The weavers,Parker,Gilbert,A_02651,,New York/London,Harper & Bros.,1907,k,Canadian,,,NOVL
1202,4835,00004835.txt,376,The man who was Thursday,Chesterton,G. K.,A_00638,,New York,"""Dodd, Mead & Co.""",1908,k,British,,,CTRL
1203,4837,00004837.txt,102,Beggars,Davies,W. H.,A_00858,,London,Duckworth,1909,k,Welsh,,,NOVL
1210,4844,00004844.txt,397,The patrician,Galsworthy,John,A_01295,,New York,Charles Scribner's Sons,1911,k,British,,,NOVL
1213,4848,00004848.txt,170,The crock of gold,Stephens,James,A_03251,,London,Macmillan Co.,1912,k,Irish,,,PARG
1217,4852,00004852.txt,89,Innocent: her fancy and his fact,Corelli,Marie,A_00748,,New York,George H. Doran Co.,1914,k,British,,,NOVL
1218,4853,00004853.txt,109,The pastor's wife,Von Arnim,Elizabeth,A_03477,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1914,k,British,,,PARG
1219,4854,00004854.txt,26,The little nugget,Wodehouse,P. G.,A_03684,,New York,W.J. Watt,1914,k,British,,,PARG
1225,4861,00004861.txt,80,Abington abbey,Marshall,Archibald,A_02244,,New York,"""Dodd, Mead & Co.""",1917,k,British,,,CTRL
1226,4863,00004863.txt,487,Nocturne,Swinnerton,Frank,A_03329,,New York,Grosset & Dunlap,1917,k,British,,,SENT
1229,4866,00004866.txt,203,Bertha Garlan,Schnitzler,Arthur,A_03051,,New York,Boni & Liveright,1918,k,Austrian,,,CTRL
1231,4868,00004868.txt,524,Saint's progress,Galsworthy,John,A_01295,,New York,Charles Scribner's Sons,1919,k,British,,,NOVL
1232,4869,00004869.txt,817,The moon and sixpence,Maugham,W. Somerset,A_02277,,New York,Modern library,1919,k,British,,,PARG
1234,4872,00004872.txt,316,Potterism,Macaulay,Rose,A_02167,,New York,Boni & Liveright,1920,k,British,,,PARG
1239,4877,00004877.txt,317,Aaron's rod,Lawrence,D. H.,A_02006,,New York,T. Seltzer,1922,k,British,,c,PARG
1247,10008,00010008.txt,28,Pellucidar,Burroughs,Edgar Rice,A_00493,,Chicago,A.C. McClurg & Co.,1923,g,American,,c,CTRL
1249,10013,00010013.txt,35,1492,Johnston,Mary,A_01828,,Boston,"""Little, Brown, & Co.""",1923,g,American,,,NOVL
1252,10032,00010032.txt,20,Ma Pettengill,Wilson,Harry Leon,A_03665,,Garden City/N.Y.,"""Doubleday, Page & Co.""",1924,g,American,,,CTRL
